,latitude,longitude,stars,is_open,categories,review_count,RestaurantsTableService,RestaurantsReservations,WheelchairAccessible,RestaurantsPriceRange2,HasTV,RestaurantsTakeOut,RestaurantsDelivery,GoodForKids,CoatCheck,romantic,intimate,classy,hipster,divey,touristy,trendy,upscale,casual,dj,background_music,no_music,jukebox,live,video,karaoke,WiFi_no,WiFi_free,WiFi_paid,Alcohol_none,Alcohol_beer_and_wine,Alcohol_full_bar,NoiseLevel_average,NoiseLevel_loud,NoiseLevel_quiet,NoiseLevel_very_loud,RestaurantsAttire_casual,RestaurantsAttire_dressy,RestaurantsAttire_formal,cluster1,cluster2
15,33.8858625,-84.2583752,4.5,1,"['Nightlife', 'Pubs', 'Music Venues', 'Restaurants', 'American (Traditional)', 'Bars', 'Karaoke', 'Arts & Entertainment', 'Sports Bars']",10,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,4
16,33.6169406,-84.4057349,4.0,1,"['Cocktail Bars', 'Restaurants', 'Bars', 'African', 'Nightlife']",8,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,4
17,33.7817985,-84.4078676,3.0,0,"['Japanese', 'Restaurants', 'Specialty Food', 'Thai', 'Food', 'Sushi Bars']",105,0,1,0,2,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,5
18,33.923643,-84.3399489,4.0,0,"['Food', 'Restaurants', 'Middle Eastern', 'Mediterranean']",23,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,5,1
19,33.8426915242,-84.3704558133,3.0,1,"['Mediterranean', 'Middle Eastern', 'Restaurants', 'Turkish']",239,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0
20,33.847331,-84.372713,4.0,1,"['Restaurants', 'Burgers', 'Gluten-Free', 'American (Traditional)']",719,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,6,0
21,33.758258,-84.3484743,3.0,1,"['Caterers', 'Barbeque', 'Restaurants', 'Event Planning & Services', 'Southern']",100,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1
22,33.68252,-84.409127,4.5,1,"['Restaurants', 'Delis', 'Sandwiches']",6,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,4
23,33.802353,-84.393173,3.5,1,"['Nightlife', 'Sandwiches', 'Pizza', 'Bars', 'Restaurants']",140,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1
24,33.7380400882,-84.4142397082,2.0,1,"['Caribbean', 'Restaurants', 'Food']",23,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
25,33.9224516,-84.378782,3.0,0,"['Middle Eastern', 'Restaurants', 'Persian/Iranian']",101,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,4
26,33.752312,-84.3952708,3.5,0,"['Food Delivery Services', 'Caribbean', 'Restaurants', 'Fast Food', 'Brazilian', 'Food']",16,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,5
27,33.7228838,-84.3923743,2.0,0,"['Italian', 'Pizza', 'Restaurants', 'Chicken Wings']",6,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
28,33.807972,-84.3663421,4.0,1,"['Restaurants', 'Tacos', 'Mexican', 'Tex-Mex']",276,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2
29,33.723341,-84.511428,2.5,1,"['Seafood', 'Restaurants']",10,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,4
30,33.7946333,-84.448772,4.5,0,"['Restaurants', 'Caribbean', 'Street Vendors', 'Food']",25,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
31,33.8470360281,-84.3656622762,4.0,1,"['American (New)', 'Restaurants']",875,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2
32,33.868135033,-84.3372344971,4.0,0,"['Seafood', 'Restaurants']",27,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,6,0
33,33.820152,-84.387432,3.5,1,"['Pizza', 'Restaurants', 'Italian']",100,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,0
34,33.759901,-84.3857823,4.0,1,"['Turkish', 'Restaurants', 'Mediterranean', 'Vegetarian']",446,0,1,0,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,5
35,33.7845697,-84.3882286,3.0,0,"['Pizza', 'Restaurants']",5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
36,33.785385,-84.40711,2.0,1,"['Restaurants', 'Fast Food', 'Burgers']",51,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,5
37,33.7842287523,-84.4054824845,3.5,1,"['Cafes', 'Food', 'Coffee & Tea', 'Gelato', 'Restaurants']",76,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1
38,33.8169193,-84.3896165,3.5,0,"['Asian Fusion', 'Mexican', 'Ethnic Food', 'Specialty Food', 'Restaurants', 'Food']",56,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2
39,33.8126669,-84.3548728,4.5,1,"['Restaurants', 'Ethiopian']",125,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,0
40,33.8104265,-84.4160075,4.0,1,"['Sushi Bars', 'Japanese', 'Steakhouses', 'Restaurants']",255,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5
41,33.8475491,-84.3737958,2.5,1,"['Restaurants', 'Cocktail Bars', 'Bars', 'Nightlife', 'Tapas Bars']",6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,3
42,33.7876021,-84.3251674,3.5,0,"['Wine Tasting Room', 'Beer', 'Wine & Spirits', 'Nightlife', 'American (New)', 'Arts & Entertainment', 'Bars', 'Wine Bars', 'Food', 'Wineries', 'Restaurants']",12,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
43,33.885843,-84.464271,3.0,0,"['Restaurants', 'Italian', 'American (New)', 'Southern']",13,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
44,33.7631977,-84.3516188,4.5,0,"['Caribbean', 'Restaurants']",55,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
45,33.7723821771,-84.3794678897,3.0,1,"['Nightlife', 'American (Traditional)', 'Bars', 'Restaurants', 'Lounges']",423,1,1,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,5
46,33.7145145285,-84.3500888824,3.0,1,"['Food', 'Sandwiches', 'Restaurants', 'Fast Food']",12,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
47,33.7754326777,-84.3759874965,4.0,0,"['Vegan', 'Southern', 'Restaurants', 'Latin American']",140,1,1,1,2,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,5
48,33.7599264,-84.3857822,3.5,1,"['Restaurants', 'American (Traditional)', 'Steakhouses']",502,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,5
49,33.7817784,-84.380113,3.5,0,"['Restaurants', 'Mediterranean', 'Greek']",97,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1
50,33.8167245,-84.3356715,5.0,1,"['Bakeries', 'Specialty Food', 'Gluten-Free', 'Restaurants', 'Food']",8,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,3
51,33.7548568,-84.3627295,3.5,0,"['American (New)', 'Restaurants', 'Nightlife', 'Southern', 'Bars']",123,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,4,1
52,33.7927736,-84.3518195,3.5,0,"['Sandwiches', 'Breakfast & Brunch', 'Restaurants', 'American (New)']",17,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1
53,33.845332,-84.3703759,4.0,1,"['Restaurants', 'American (New)']",17,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0
54,33.8142167,-84.3345337,2.5,1,"['Chicken Wings', 'Restaurants']",92,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,5,0
55,33.7650783,-84.3499138,3.5,1,"['Restaurants', 'Thai', 'Japanese', 'Sushi Bars']",200,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
56,33.755711,-84.3883717,3.5,1,"['Food Trucks', 'Food', 'Restaurants', 'Seafood']",7,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
57,33.7554945955,-84.38910761,4.5,1,"['Restaurants', 'Korean']",347,0,0,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,5
58,33.7855793498,-84.4903121093,3.5,1,"['Food', 'Seafood', 'Restaurants']",16,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
59,33.842635,-84.311766,3.0,0,"['Restaurants', 'Greek']",128,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,4,2
60,33.8922199269,-84.3260765076,4.0,0,"['Cajun/Creole', 'Restaurants']",5,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
61,33.8474858,-84.428791,3.0,1,"['Restaurants', 'Event Planning & Services', 'Fast Food', 'Caterers', 'Chicken Wings']",40,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,4
62,33.7460355,-84.370798,3.0,1,"['Wraps', 'Restaurants', 'Acai Bowls', 'Juice Bars & Smoothies', 'Food']",41,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
63,33.8811811088,-84.46009487,4.0,1,"['Restaurants', 'Burgers', 'American (New)', 'American (Traditional)']",567,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0
64,33.7935121,-84.3722804,4.0,0,"['Mediterranean', 'Lounges', 'Nightlife', 'Modern European', 'Cocktail Bars', 'Restaurants', 'American (New)', 'Breakfast & Brunch', 'Bars']",173,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1
65,33.7506981161,-84.3095286613,3.5,1,"['Burgers', 'Restaurants']",117,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
66,33.8505701,-84.4290813,4.0,0,"['Restaurants', 'Mexican']",13,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
67,33.655888,-84.495059,2.5,0,"['Diners', 'Restaurants']",6,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3
68,33.812073,-84.472083,3.5,0,"['Arts & Entertainment', 'Sports Bars', 'Nightlife', 'Food', 'Event Planning & Services', 'Music Venues', 'Caterers', 'Barbeque', 'Food Delivery Services', 'Bars', 'Restaurants']",98,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,1
69,33.8190064384,-84.3869660513,3.5,1,"['Food', 'Brasseries', 'Restaurants', 'French', 'Coffee & Tea']",104,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,0
70,33.7444797995,-84.3685283314,2.5,0,"['Burgers', 'Chicken Wings', 'Chinese', 'Restaurants']",101,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
71,33.8521138,-84.2535615,2.5,0,"['Chinese', 'Restaurants']",10,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,5,1
72,33.918264,-84.377161,4.0,1,"['Restaurants', 'Thai']",98,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,4
73,33.847236,-84.366095,3.5,0,"['Restaurants', 'Asian Fusion', 'American (New)']",47,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2
74,33.760344501,-84.3862987129,3.0,1,"['Japanese', 'Food', 'Restaurants', 'Sushi Bars']",66,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,5
75,33.8180685613,-84.3812297657,2.5,1,"['Soup', 'Breakfast & Brunch', 'Sandwiches', 'Restaurants', 'Food']",25,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2
76,33.7962675419,-84.3976593018,2.5,0,"['Sandwiches', 'Restaurants', 'American (New)']",33,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
77,33.7614220974,-84.3651514297,3.5,1,"['Music Venues', 'Pizza', 'Arts & Entertainment', 'Chicken Wings', 'Nightlife', 'Pubs', 'Sandwiches', 'Bars', 'Restaurants']",626,0,0,0,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
78,33.9293624,-84.3484039,4.0,0,"['Restaurants', 'Gluten-Free', 'American (New)']",66,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,3
79,33.838906,-84.378577,3.5,0,"['Restaurants', 'Food', 'Singaporean', 'Noodles', 'Chinese', 'Soup', 'Japanese', 'Pan Asian', 'Vietnamese', 'Vegetarian']",174,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,2
80,33.77323514,-84.3708277064,2.5,1,"['Chicken Wings', 'Fast Food', 'Restaurants']",92,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1
81,33.9050102579,-84.4298558682,1.5,1,"['Food', 'Burgers', 'Restaurants', 'Coffee & Tea', 'Fast Food']",65,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,4
82,33.936899,-84.2752831,3.0,1,"['Restaurants', 'Food Stands', 'Sandwiches', 'Food', 'Salad', 'Street Vendors', 'Food Trucks']",9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
83,33.765006,-84.333958,4.0,1,"['Restaurants', 'Pizza']",151,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,0
84,33.7792437535,-84.3882172555,4.0,1,"['Mexican', 'Restaurants', 'Steakhouses', 'Nightlife']",5,0,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,5
85,33.77563,-84.272293,3.5,0,"['Restaurants', 'Bars', 'Pubs', 'Irish', 'Nightlife']",40,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
86,33.639249698,-84.4197439575,3.5,1,"['Restaurants', 'Nightlife', 'Seafood', 'Bars', 'Sandwiches']",89,1,0,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,2
87,33.7464953,-84.3742064,4.5,1,"['Food', 'Cafes', 'Pet Adoption', 'Pets', 'Themed Cafes', 'Coffee & Tea', 'Restaurants']",122,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
88,33.7527857,-84.4668349,2.5,1,"['Restaurants', 'Fast Food', 'Burgers']",6,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
89,33.7700112,-84.352256,4.0,1,"['Breakfast & Brunch', 'French', 'Tapas/Small Plates', 'Restaurants', 'Modern European', 'Italian', 'Salad', 'Mediterranean']",245,1,1,1,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
90,33.8653695026,-84.468733026,4.0,1,"['Restaurants', 'Salad', 'American (Traditional)', 'Burgers', 'Gastropubs']",445,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0
91,33.7602091,-84.3870153,3.0,1,"['Shopping', 'Shopping Centers', 'Food Court', 'Restaurants']",66,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
92,33.759045,-84.387259,3.0,1,"['Restaurants', 'Sandwiches']",12,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
93,33.754135,-84.373778,2.5,1,"['Nightlife', 'Bars', 'Breakfast & Brunch', 'Restaurants', 'American (New)', 'Food', 'Desserts']",110,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
94,33.618768,-84.474047,3.5,0,"['Restaurants', 'Mexican']",24,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,3
95,33.9211335134,-84.3501652514,3.0,0,"['Restaurants', 'Italian']",124,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,1
96,33.749735,-84.37899,4.5,1,"['Breakfast & Brunch', 'Restaurants', 'Food']",296,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
