,latitude,longitude,stars,is_open,categories,review_count,RestaurantsTableService,RestaurantsReservations,WheelchairAccessible,RestaurantsPriceRange2,HasTV,RestaurantsTakeOut,RestaurantsDelivery,GoodForKids,CoatCheck,romantic,intimate,classy,hipster,divey,touristy,trendy,upscale,casual,dj,background_music,no_music,jukebox,live,video,karaoke,WiFi_free,WiFi_no,WiFi_paid,Alcohol_full_bar,Alcohol_none,Alcohol_beer_and_wine,NoiseLevel_average,NoiseLevel_quiet,NoiseLevel_loud,NoiseLevel_very_loud,RestaurantsAttire_casual,RestaurantsAttire_dressy,RestaurantsAttire_formal,cluster1,cluster2
29,42.3574214,-71.0521544,3.0,1,"['Restaurants', 'Pizza']",7,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
30,42.3498806,-71.0820826,3.5,0,"['Restaurants', 'American (New)', 'Pizza', 'Gluten-Free', 'Burgers', 'Sandwiches', 'Italian']",234,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2
31,42.357306,-71.073675,2.5,0,"['Cafes', 'Restaurants', 'Breakfast & Brunch', 'American (Traditional)', 'American (New)']",48,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2
32,42.3377967,-71.0705763,4.0,1,"['Food', 'Food Trucks', 'Sandwiches', 'Street Vendors', 'Food Stands', 'Restaurants']",276,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,3
33,42.350904,-71.1313152,4.5,1,"['Japanese', 'Sushi Bars', 'Food', 'Food Delivery Services', 'Seafood', 'Specialty Food', 'Ramen', 'Seafood Markets', 'Restaurants']",294,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0
34,42.3578831,-71.0534257,4.5,1,"['Restaurants', 'Food', 'Delis', 'Sandwiches', 'Bagels']",17,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
35,42.3323643816,-71.0999974907,4.0,1,"['Restaurants', 'Italian']",163,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,3
36,42.3411809027,-71.0874344975,3.5,1,"['Restaurants', 'Mexican']",160,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,8,0
37,42.344302,-71.0705658,3.0,0,"['Restaurants', 'Pizza', 'Sandwiches']",108,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
38,42.3529147863,-71.0455799103,3.0,1,"['Nightlife', 'Restaurants', 'Asian Fusion', 'Bars', 'Lounges', 'Sushi Bars']",536,0,1,0,3,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
39,42.358227,-71.058522,3.5,0,"['Salad', 'Delis', 'Sandwiches', 'Restaurants']",10,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
40,42.364695,-71.0582692,2.5,0,"['Italian', 'Restaurants']",29,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,0
41,42.345845,-71.086706,3.0,0,"['Pizza', 'Restaurants']",77,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,2
42,42.360484,-71.060919,4.5,1,"['Restaurants', 'Greek', 'Sandwiches', 'Salad']",352,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
43,42.3496315,-71.0996846,2.5,1,"['Coffee & Tea', 'Restaurants', 'Food', 'Sandwiches']",6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2
44,42.302839,-71.087692,2.0,1,"['Restaurants', 'American (Traditional)']",5,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,3
45,42.3647475,-71.0542803,4.0,1,"['Restaurants', 'Italian', 'Seafood']",128,1,1,1,3,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
46,42.3657083,-71.0290342,5.0,1,"['African', 'Halal', 'Cafes', 'Somali', 'Restaurants']",97,1,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,4
47,42.3746301,-71.0387562,3.5,1,"['Mexican', 'Restaurants', 'Latin American', 'Colombian']",7,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,4
48,42.3737524105,-71.0516644373,4.0,1,"['Cafes', 'Restaurants', 'Sandwiches', 'Food', 'Coffee & Tea']",76,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,3
49,42.3400556086,-71.0902323673,3.5,0,"['Food', 'Mexican', 'Restaurants', 'Juice Bars & Smoothies', 'Fast Food']",125,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,2
50,42.3527942,-71.1318234,2.5,0,"['Restaurants', 'Japanese', 'Buffets', 'Sushi Bars']",138,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
51,42.3510218,-71.0631478,4.0,1,"['Italian', 'Caterers', 'Event Planning & Services', 'Pizza', 'Restaurants']",243,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,3
52,42.3295778,-71.0562976,2.5,1,"['Restaurants', 'Sandwiches', 'Food', 'Coffee & Tea']",38,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,3
53,42.3523779,-71.0452809,3.0,1,"['Cafes', 'Coffee & Tea', 'Bagels', 'Restaurants', 'Beer', 'Wine & Spirits', 'Food']",14,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,3
54,42.349523,-71.081853,2.5,0,"['Restaurants', 'Nightlife', 'Bars', 'Sandwiches', 'Burgers']",95,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2
55,42.3577963,-71.0557607,4.0,1,"['Italian', 'Fast Food', 'Sandwiches', 'Restaurants', 'Pizza']",95,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
56,42.3581104,-71.0552736,4.0,1,"['Turkish', 'Delis', 'Restaurants', 'Mediterranean', 'Kebab']",217,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,3
57,42.356382,-71.059454,4.0,1,"['Home Cleaning', 'Contractors', 'Professional Services', 'Restaurants', 'Office Cleaning', 'Carpet Cleaning', 'Local Services', 'Home Services']",15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
58,42.3542901,-71.0616884,3.0,0,"['Fast Food', 'Restaurants', 'Burgers', 'American (New)']",106,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,3
59,42.33226,-71.0997542,4.5,1,"['Vietnamese', 'Restaurants', 'Juice Bars & Smoothies', 'Food', 'Bubble Tea', 'Ice Cream & Frozen Yogurt']",50,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,2
60,42.341073,-71.1468205,4.0,1,"['Buffets', 'Restaurants', 'Indian', 'Pakistani', 'Vegetarian']",118,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
61,42.3590437,-71.058041,3.5,0,"['Bars', 'American (New)', 'Nightlife', 'Restaurants']",114,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
62,42.3534194,-71.0595619,4.0,1,"['Noodles', 'Restaurants', 'Chinese']",397,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
63,42.3605931358,-71.0562730706,4.0,1,"['Korean', 'Asian Fusion', 'Restaurants', 'Sushi Bars']",523,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,9,1
64,42.347352,-71.082505,3.5,1,"['Shopping', 'Restaurants', 'Shopping Centers']",249,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,3
65,42.36534,-71.055832,4.5,1,"['Bakeries', 'Food', 'Restaurants']",105,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
66,42.3531587,-71.059769,3.5,0,"['Asian Fusion', 'Mexican', 'Restaurants', 'Food', 'Korean']",30,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
67,42.3415678,-71.0860638,2.5,0,"['Gluten-Free', 'Pizza', 'American (Traditional)', 'Restaurants']",150,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,5,0
68,42.345449,-71.0627816,3.5,1,"['Seafood', 'Restaurants']",9,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,3
69,42.353511,-71.062326,4.0,1,"['Coffee & Tea', 'Restaurants', 'Food', 'Breakfast & Brunch']",443,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
70,42.3438007,-71.0718998,4.0,0,"['American (Traditional)', 'Restaurants', 'American (New)']",236,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2
71,42.360994,-71.05683,3.0,1,"['Music Venues', 'Salad', 'Arts & Entertainment', 'Nightlife', 'Irish', 'Pubs', 'Bars', 'Restaurants', 'Seafood']",302,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
72,42.3430728,-71.0992639,3.5,0,"['Mediterranean', 'Restaurants', 'Greek']",14,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,3
73,42.352861,-71.071593,3.5,0,"['Restaurants', 'Hotels', 'Hotels & Travel', 'Event Planning & Services']",251,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2
74,42.3506704,-71.0609622,3.5,0,"['Chinese', 'Restaurants']",37,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
75,42.3899277,-70.9967983,3.0,1,"['Bars', 'Nightlife', 'Latin American', 'Colombian', 'Buffets', 'Restaurants', 'Spanish']",19,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4
76,42.3562283,-71.0505545,4.0,0,"['Restaurants', 'Hotels', 'Hotels & Travel', 'American (New)', 'Nightlife', 'Bars', 'Wine Bars', 'Event Planning & Services', 'Seafood']",300,0,1,0,4,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
77,42.3510373,-71.0684935,3.5,1,"['Italian', 'Caterers', 'Venues & Event Spaces', 'Restaurants', 'Event Planning & Services', 'Nightlife', 'Bars']",908,1,1,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
78,42.3594233,-71.0536576,3.0,1,"['Sports Bars', 'Dive Bars', 'Bars', 'Cocktail Bars', 'American (New)', 'Dance Clubs', 'Nightlife', 'Restaurants']",320,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
79,42.3470429,-71.0982933,3.0,1,"['Restaurants', 'Sports Bars', 'American (Traditional)', 'Sandwiches', 'Nightlife', 'Bars', 'Chicken Wings', 'Pizza', 'Salad']",363,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2
80,42.356356,-71.050207,4.0,1,"['Boat Charters', 'Restaurants', 'Event Planning & Services', 'Venues & Event Spaces', 'Active Life', 'Boating', 'American (New)', 'Tours', 'Boat Tours', 'Hotels & Travel', 'American (Traditional)']",173,0,1,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
81,42.3520660935,-71.0466320604,3.0,1,"['Hot Dogs', 'Burgers', 'Ice Cream & Frozen Yogurt', 'Food', 'Restaurants']",195,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,11,0
82,42.3492157403,-71.0841545358,4.0,1,"['Restaurants', 'Public Services & Government', 'Landmarks & Historical Buildings', 'Shopping', 'Food Court', 'Shopping Centers', 'Local Flavor']",92,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,3
83,42.34881,-71.081388,4.0,1,"['Event Planning & Services', 'Hotels & Travel', 'Venues & Event Spaces', 'Hotels', 'Restaurants']",95,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2
84,42.3452174,-71.0953225,2.0,0,"['Restaurants', 'Sandwiches', 'Fast Food']",15,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,7,3
85,42.36114,-71.056744,3.0,1,"['Restaurants', 'Pubs', 'Bars', 'Sports Bars', 'Burgers', 'Arts & Entertainment', 'Nightlife', 'Music Venues', 'Sandwiches', 'Irish']",195,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
86,42.3332817137,-71.102532,3.0,1,"['Sandwiches', 'Fast Food', 'Restaurants']",9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,7,3
87,42.3423147,-71.0970036,4.0,1,"['Restaurants', 'Thai']",315,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2
88,42.34324,-71.072621,4.0,1,"['French', 'Bars', 'Restaurants', 'Mediterranean', 'Cocktail Bars', 'Breakfast & Brunch', 'American (New)', 'Wine Bars', 'Gastropubs', 'Nightlife']",486,1,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2
89,42.359860755,-71.06328974,4.0,1,"['Restaurants', 'Italian']",815,1,1,0,3,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
90,42.3533370577,-71.0558673113,3.5,0,"['Coffee & Tea', 'Breakfast & Brunch', 'Restaurants', 'Food', 'Sandwiches']",14,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,3
91,42.3412749,-71.0703101,3.0,0,"['Pizza', 'Sandwiches', 'Restaurants', 'Italian']",39,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
92,42.3650849,-71.053187,4.5,1,"['Pizza', 'Beer', 'Wine & Spirits', 'Restaurants', 'Food', 'Italian']",381,1,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
