,latitude,longitude,stars,is_open,categories,review_count,RestaurantsTableService,RestaurantsReservations,WheelchairAccessible,RestaurantsPriceRange2,HasTV,RestaurantsTakeOut,RestaurantsDelivery,GoodForKids,CoatCheck,romantic,intimate,classy,hipster,divey,touristy,trendy,upscale,casual,dj,background_music,no_music,jukebox,live,video,karaoke,WiFi_free,WiFi_no,WiFi_paid,Alcohol_beer_and_wine,Alcohol_full_bar,Alcohol_none,NoiseLevel_average,NoiseLevel_quiet,NoiseLevel_loud,NoiseLevel_very_loud,RestaurantsAttire_casual,RestaurantsAttire_dressy,RestaurantsAttire_formal,cluster1,cluster2
10,45.5205512296,-122.6787543126,3.5,0,"['Coffee & Tea', 'Restaurants', 'Food']",73,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,3
11,45.522063,-122.579848,4.5,1,"['Delis', 'Restaurants', 'Caterers', 'Event Planning & Services', 'Vietnamese']",21,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
12,45.5214333486,-122.683917135,4.0,1,"['Restaurants', 'Cafes', 'Food', 'Coffee & Tea']",49,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,3
13,45.5130803159,-122.6762986556,4.0,0,"['Food Stands', 'Thai', 'Soup', 'Restaurants']",20,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
14,45.554568,-122.675674,5.0,1,"['Restaurants', 'Food Trucks', 'Food Stands', 'Food', 'Middle Eastern', 'Persian/Iranian', 'Mediterranean']",187,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
15,45.496485,-122.626764,4.5,1,"['Restaurants', 'Cajun/Creole', 'Food', 'Southern', 'Food Trucks', 'Donuts', 'Seafood']",34,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3
16,45.5773886,-122.6430574,3.0,1,"['Delis', 'Restaurants']",15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
17,45.5425541,-122.6033063,4.0,1,"['Restaurants', 'Thai']",332,1,0,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,2
18,45.512154,-122.6431199,3.5,1,"['Food', 'Beer', 'Wine & Spirits', 'Restaurants', 'Fast Food', 'Pizza', 'Gluten-Free']",177,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,3
19,45.5172228,-122.6810692,3.0,0,"['Bars', 'Wine Bars', 'Food', 'Nightlife', 'Restaurants', 'Seafood', 'Desserts']",307,1,1,0,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
20,45.5205359903,-122.6816037297,3.0,0,"['Food Stands', 'Food', 'Thai', 'Food Trucks', 'Bubble Tea', 'Restaurants']",41,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
21,45.526686131,-122.5382611156,1.5,1,"['Coffee & Tea', 'Restaurants', 'Fast Food', 'Burgers', 'Food']",37,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
22,45.5591054,-122.6512761,4.0,0,"['Pubs', 'Restaurants', 'Nightlife', 'Breakfast & Brunch', 'Bars', 'Japanese', 'Cocktail Bars']",42,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,1
23,45.4977464697,-122.6360719,2.0,1,"['Food', 'Fast Food', 'Restaurants', 'Coffee & Tea', 'Burgers']",77,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,0
24,45.4789575,-122.6202643,3.5,1,"['Juice Bars & Smoothies', 'Cafes', 'Mexican', 'Vegetarian', 'Restaurants', 'American (New)', 'Food', 'Vegan', 'Salad']",155,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,3
25,45.5234782,-122.6972354,4.0,0,"['Pizza', 'Restaurants']",87,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,0
26,45.4827956,-122.6760019,4.0,1,"['Bars', 'Restaurants', 'American (New)', 'American (Traditional)', 'Sports Bars', 'Nightlife']",60,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
27,45.517338,-122.563968,3.5,0,"['Restaurants', 'Seafood', 'American (Traditional)']",280,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,2
28,45.5459972,-122.5785237,4.5,1,"['American (New)', 'Nightlife', 'Bars', 'Karaoke', 'Restaurants']",9,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
29,45.512142,-122.6430726,3.0,0,"['Nightlife', 'Music Venues', 'Vegetarian', 'Arts & Entertainment', 'Lounges', 'Restaurants', 'Mass Media', 'Print Media', 'Bars']",41,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0
30,45.510138,-122.677199,3.0,1,"['Cafes', 'Restaurants', 'Delis', 'Sandwiches']",10,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,3
31,45.5289822,-122.6831063,4.5,1,"['Bars', 'Food', 'Restaurants', 'Beer', 'Wine & Spirits', 'Nightlife', 'Italian', 'Wine Bars', 'Cocktail Bars']",35,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
32,45.5247072,-122.8155379,2.0,1,"['Restaurants', 'Fast Food', 'Breakfast & Brunch', 'Tacos', 'Mexican', 'Tex-Mex']",48,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,1
33,45.533263,-122.5373376,2.0,1,"['Chinese', 'Restaurants', 'Fast Food']",27,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
34,45.4936755,-122.5793608,4.0,1,"['Comfort Food', 'Food', 'Italian', 'Food Trucks', 'Burgers', 'Restaurants']",7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
35,45.5375748,-122.7083825,2.5,0,"['Cafes', 'American (Traditional)', 'Restaurants']",11,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
36,45.512267,-122.6323559,4.5,1,"['Restaurants', 'Mexican', 'Barbeque', 'Food', 'Tacos', 'Food Trucks']",112,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
37,45.53217,-122.699013,4.5,0,"['Cocktail Bars', 'Restaurants', 'American (New)', 'Salad', 'Nightlife', 'Bars', 'Sandwiches']",44,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
38,45.5260759,-122.6819204,3.5,0,"['Coffee & Tea', 'Restaurants', 'Food']",14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,3
39,45.5238168,-122.6808522,3.5,0,"['Asian Fusion', 'Mediterranean', 'Comfort Food', 'American (Traditional)', 'Italian', 'Noodles', 'Restaurants']",141,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,4
40,45.5627869,-122.6755114,3.5,0,"['Restaurants', 'Mediterranean', 'Halal', 'Middle Eastern']",72,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,4
41,45.4544583,-122.5787463,2.5,0,"['Steakhouses', 'Restaurants']",150,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,1
42,45.5265522,-122.688183,4.5,1,"['Desserts', 'Food', 'American (New)', 'Restaurants', 'Bakeries', 'Breakfast & Brunch']",6,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
43,45.5119301,-122.6263452,3.0,0,"['Chinese', 'Vietnamese', 'Restaurants', 'Asian Fusion', 'Thai']",36,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,3
44,45.5228622485,-122.6724387118,4.5,0,"['Mediterranean', 'Food', 'Bars', 'Vegetarian', 'Food Trucks', 'Gluten-Free', 'Nightlife', 'Middle Eastern', 'Restaurants']",75,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,1
45,45.5211215191,-122.6835216,4.5,0,"['Tapas Bars', 'Restaurants']",25,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
46,45.4672699,-122.6531317,4.5,1,"['Food Trucks', 'Food', 'Restaurants', 'Mexican']",21,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
47,45.5192806032,-122.5585593831,4.5,1,"['Restaurants', 'Food Stands', 'Mexican']",65,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
48,45.5198475,-122.6742938,5.0,1,"['Restaurants', 'Food Stands', 'Kebab', 'Persian/Iranian', 'Fast Food']",6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
49,45.558765,-122.53718,3.5,1,"['Delis', 'Sandwiches', 'Food', 'Burgers', 'Restaurants']",11,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,1
50,45.5592431,-122.648928,4.5,0,"['Food', 'Italian', 'Food Trucks', 'Restaurants', 'Food Stands']",9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
51,45.5503455,-122.6665844,4.0,0,"['Vegetarian', 'Restaurants', 'Vegan']",26,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,0
52,45.5224014,-122.6818992,3.5,0,"['Restaurants', 'Seafood', 'Gay Bars', 'Bars', 'Nightlife']",17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
53,45.484834,-122.598102,3.0,0,"['Restaurants', 'Hot Dogs', 'American (Traditional)', 'Food Stands', 'Food']",9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
54,45.4165053,-122.5928369,2.0,1,"['Restaurants', 'Shopping', 'Chinese', 'Home & Garden', 'Nurseries & Gardening']",14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,1
55,45.5215004,-122.6724068,3.5,1,"['Restaurants', 'Latin American']",21,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,2
56,45.5937668,-122.7617864,4.0,1,"['Bars', 'American (New)', 'Restaurants', 'Nightlife']",40,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,2
57,45.4990766,-122.5802742,4.0,1,"['Barbeque', 'Korean', 'Restaurants']",86,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
58,45.4717738,-122.6858939,2.0,0,"['Pizza', 'Restaurants', 'Italian', 'Chicken Wings']",31,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
59,45.4853202,-122.7178121,4.0,1,"['Kosher', 'Food', 'Halal', 'Food Trucks', 'Restaurants', 'Barbeque']",32,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
60,45.495806,-122.548422,2.5,0,"['American (Traditional)', 'Soul Food', 'Southern', 'Barbeque', 'Comfort Food', 'Restaurants']",54,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
61,45.5483779653,-122.6131725311,3.5,1,"['Pizza', 'Salad', 'Italian', 'Restaurants', 'Food', 'Food Delivery Services']",143,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,3
62,45.5279674,-122.8144201,2.5,1,"['Grocery', 'Delis', 'Drugstores', 'Restaurants', 'Food', 'Bakeries', 'Shopping']",52,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1
63,45.5278598478,-122.694169879,4.0,1,"['Restaurants', 'Indian', 'Wine Bars', 'Nightlife', 'Event Planning & Services', 'Bars', 'Vegetarian', 'Cocktail Bars', 'Venues & Event Spaces', 'Vegan']",131,0,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
64,45.5629371,-122.6862232,4.5,1,"['Breakfast & Brunch', 'Food', 'Restaurants', 'Coffee & Tea']",37,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,3
65,45.5263018,-122.6815055,4.5,0,"['Salad', 'Restaurants', 'Delis', 'Cafes', 'American (Traditional)']",10,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,12,0
66,45.51196,-122.624594,3.5,0,"['American (Traditional)', 'Restaurants']",44,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,12,3
67,45.5237001074,-122.6371273784,4.0,0,"['Restaurants', 'Mexican']",153,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,3
68,45.5743094,-122.5793881,2.0,1,"['Restaurants', 'American (Traditional)']",17,1,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
69,45.5629014,-122.6589565,4.0,0,"['Sandwiches', 'Food Trucks', 'Burgers', 'Food Stands', 'Restaurants', 'Food']",5,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,4
70,45.5233947,-122.6583722,3.5,0,"['Pubs', 'Bars', 'Food', 'American (New)', 'Nightlife', 'Breakfast & Brunch', 'Breweries', 'Restaurants']",538,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,1
71,45.5290499433,-122.638252,4.5,1,"['American (New)', 'Chicken Shop', 'Restaurants']",497,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3
72,45.4961907591,-122.6093193826,2.5,1,"['Sandwiches', 'Restaurants', 'Fast Food']",21,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,3
73,45.5053663,-122.5998345,4.5,0,"['Restaurants', 'Food Stands', 'Burgers']",22,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,1
74,45.4737835754,-122.649564743,4.0,0,"['Ramen', 'Japanese', 'Restaurants']",42,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3
75,45.4494683,-122.7833414,2.0,1,"['Pretzels', 'Food', 'Fast Food', 'Restaurants', 'Bakeries']",12,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,2
76,45.512252,-122.6328667,4.5,1,"['Noodles', 'Restaurants', 'Thai', 'Comfort Food']",67,0,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,3
77,45.4868189,-122.747285,3.0,1,"['Arts & Entertainment', 'Music Venues', 'Bars', 'Food', 'Pubs', 'Beer', 'Wine & Spirits', 'Restaurants', 'Irish', 'Nightlife']",91,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2
78,45.4716244201,-122.6859033109,3.0,0,"['Nightlife', 'Mexican', 'Lounges', 'Bars', 'Restaurants']",95,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
79,45.5409362,-122.6750666,3.5,0,"['Bars', 'American (New)', 'Nightlife', 'Lounges', 'Restaurants', 'Cocktail Bars']",268,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,11,0
80,45.4642245,-122.6544946,5.0,1,"['Food Trucks', 'Food', 'Restaurants', 'Food Stands', 'Street Vendors']",42,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
81,45.519926,-122.656011,5.0,1,"['Food Trucks', 'Restaurants', 'Southern', 'Food']",49,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
82,45.519155,-122.6803131,4.0,1,"['Cafes', 'Diners', 'American (New)', 'Restaurants']",8,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,3
83,45.5102042,-122.6834488,4.0,0,"['Local Flavor', 'Fast Food', 'Gluten-Free', 'Pizza', 'Restaurants']",194,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,4
84,45.5561028,-122.5335364,3.5,1,"['Bars', 'Nightlife', 'American (New)', 'Restaurants', 'Pubs']",110,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,1
85,45.5892997,-122.754006,4.5,1,"['Coffee & Tea', 'Restaurants', 'Sandwiches', 'Food', 'Coffee Roasteries', 'Internet Cafes', 'Bagels']",97,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,1
86,45.435855,-122.572803,1.5,1,"['Pretzels', 'Fast Food', 'Food', 'Restaurants', 'Bakeries']",21,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
87,45.4443465,-122.5792748,3.0,0,"['Seafood', 'Restaurants']",11,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
88,45.4623912,-122.6295169,4.5,1,"['Middle Eastern', 'Halal', 'Restaurants', 'Mediterranean']",67,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
89,45.5891878,-122.7523311,4.0,1,"['Pizza', 'Restaurants']",138,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,0
90,45.5214549602,-122.6723356918,4.0,1,"['Pizza', 'Restaurants']",60,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
91,45.483826,-122.577451,4.0,1,"['Kitchen & Bath', 'Restaurant Supplies', 'Home & Garden', 'Restaurants', 'Professional Services', 'Wholesale Stores', 'Wholesalers', 'Shopping']",7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
92,45.3956555,-122.6159695,3.5,1,"['American (Traditional)', 'Cafes', 'Breakfast & Brunch', 'Restaurants']",20,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,3
