,latitude,longitude,stars,is_open,categories,review_count,RestaurantsTableService,RestaurantsReservations,WheelchairAccessible,RestaurantsPriceRange2,HasTV,RestaurantsTakeOut,RestaurantsDelivery,GoodForKids,CoatCheck,romantic,intimate,classy,hipster,divey,touristy,trendy,upscale,casual,dj,background_music,no_music,jukebox,live,video,karaoke,WiFi_no,WiFi_free,WiFi_paid,Alcohol_none,Alcohol_beer_and_wine,Alcohol_full_bar,NoiseLevel_average,NoiseLevel_quiet,NoiseLevel_loud,NoiseLevel_very_loud,RestaurantsAttire_casual,RestaurantsAttire_dressy,RestaurantsAttire_formal,cluster1,cluster2
60,49.2557391,-123.1153779,3.5,1,"['Restaurants', 'Thai', 'Event Planning & Services', 'Caterers', 'Fast Food']",94,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,0
61,49.2726149,-123.1486847,4.5,0,"['Breakfast & Brunch', 'Vegan', 'Vegetarian', 'Restaurants']",11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
62,49.255812,-123.184864,2.5,1,"['Pizza', 'Restaurants']",15,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
63,49.2741636,-123.1273471,3.0,1,"['Desserts', 'Coffee & Tea', 'Restaurants', 'Food', 'Cafes']",45,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1
64,49.2493977,-123.1157883,1.0,1,"['Restaurants', 'Food', 'Donuts', 'Sandwiches', 'Coffee & Tea']",6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
65,49.2380136,-123.0651025,3.0,1,"['Do-It-Yourself Food', 'Asian Fusion', 'Chinese', 'Restaurants', 'Hot Pot', 'Food']",89,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
66,49.28799,-123.1214006,3.5,1,"['Gluten-Free', 'Fast Food', 'Restaurants']",122,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1
67,49.2635596,-123.1464248,4.5,1,"['Vietnamese', 'Restaurants']",19,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
68,49.2150453,-123.0300503,4.0,0,"['Education', 'Vegan', 'Restaurants', 'Food', 'Local Services', 'Vegetarian', 'Coffee & Tea', 'Community Service/Non-Profit', 'Special Education', 'Juice Bars & Smoothies', 'Cafes']",17,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
69,49.2728001,-123.0697301,3.5,0,"['Restaurants', 'Canadian (New)', 'Greek', 'Bars', 'Lounges', 'Pubs', 'Nightlife', 'Comfort Food', 'Breakfast & Brunch']",225,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1
70,49.2770574,-123.129962,2.5,0,"['Restaurants', 'Italian', 'American (New)']",5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,13,0
71,49.2690233,-123.0456737,4.5,1,"['Food', 'Chinese', 'Ethnic Food', 'Restaurants', 'Specialty Food']",14,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
72,49.2767643,-123.1284177,4.0,1,"['Specialty Food', 'Grocery', 'Restaurants', 'Imported Food', 'Mexican', 'International Grocery', 'Food']",18,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
73,49.2635388,-123.1400637,3.5,0,"['American (New)', 'Canadian (New)', 'Restaurants']",7,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,6,1
74,49.2683725546,-123.171597341,3.5,0,"['Restaurants', 'Himalayan/Nepalese']",58,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,2
75,49.2798989,-123.130238,3.5,0,"['Singaporean', 'Restaurants', 'Sushi Bars']",30,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,2
76,49.269337,-123.0447283,3.0,0,"['Restaurants', 'Chinese']",12,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
77,49.2810343382,-123.0585157871,3.5,0,"['Canadian (New)', 'Restaurants', 'American (New)']",47,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
78,49.2783678,-123.1302586,3.5,0,"['Bakeries', 'Cafes', 'Creperies', 'Food', 'Restaurants']",32,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
79,49.2659754,-123.2499061,4.0,1,"['Cafes', 'Restaurants']",38,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2
80,49.250466,-123.0763251,4.0,1,"['Indian', 'Pakistani', 'Restaurants', 'Ethnic Food', 'Food', 'Beer', 'Wine & Spirits', 'Specialty Food']",411,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,9,1
81,49.2877464,-123.1409009,3.0,1,"['Greek', 'Mediterranean', 'Restaurants']",93,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
82,49.2787832,-123.1282499,3.5,1,"['Soup', 'Restaurants', 'Chinese', 'Noodles']",38,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,7,2
83,49.2718323,-123.0696006,3.0,1,"['Restaurants', 'Mexican', 'Burgers']",24,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
84,49.2316829,-123.1557135,3.5,0,"['Restaurants', 'Food', 'Sandwiches', 'Breakfast & Brunch', 'Coffee & Tea']",26,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2
85,49.2718193,-123.0697762,4.0,0,"['Pizza', 'Restaurants', 'Vegan']",47,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,3
86,49.2804184,-123.1021058,3.5,0,"['Food', 'Specialty Food', 'Ethnic Food', 'Chinese', 'Restaurants']",11,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,10,4
87,49.2785062,-123.1241607,4.0,0,"['Restaurants', 'Middle Eastern', 'Halal']",5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
88,49.2812591,-123.0563066,2.0,0,"['Restaurants', 'Fast Food']",6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
89,49.28628,-123.1173056,3.5,1,"['Bars', 'Nightlife', 'Canadian (New)', 'Restaurants']",91,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,0
90,49.2609881,-123.1164951,3.5,1,"['Restaurants', 'Coffee & Tea', 'Food']",13,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1
91,49.283945,-123.113528,4.0,1,"['Chinese', 'Breakfast & Brunch', 'Creperies', 'Restaurants']",26,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
92,49.2542716,-123.0851632,4.0,1,"['Restaurants', 'Breakfast & Brunch', 'Coffee & Tea', 'Chinese', 'Food']",84,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,3
93,49.2823308212,-123.1026667889,4.5,0,"['Tapas Bars', 'Restaurants', 'Vegetarian', 'Tapas/Small Plates', 'Italian']",24,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
94,49.2809146279,-123.1189419496,3.0,1,"['Mediterranean', 'Restaurants', 'Cafes']",68,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3,1
95,49.2868011349,-123.1195749342,4.0,1,"['Restaurants', 'Mexican']",29,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
