,latitude,longitude,stars,is_open,categories,review_count,RestaurantsTableService,RestaurantsReservations,WheelchairAccessible,RestaurantsPriceRange2,HasTV,RestaurantsTakeOut,RestaurantsDelivery,GoodForKids,CoatCheck,romantic,intimate,classy,hipster,divey,touristy,trendy,upscale,casual,dj,background_music,no_music,jukebox,live,video,karaoke,WiFi_no,WiFi_free,WiFi_paid,Alcohol_none,Alcohol_full_bar,Alcohol_beer_and_wine,NoiseLevel_quiet,NoiseLevel_average,NoiseLevel_very_loud,NoiseLevel_loud,RestaurantsAttire_casual,RestaurantsAttire_dressy,RestaurantsAttire_formal,cluster1,cluster2
12,28.4930274,-81.4735774,3.5,0,"['Restaurants', 'American (Traditional)']",7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
13,28.5142749,-81.1543345,3.5,1,"['Drugstores', 'Delis', 'Restaurants', 'Shopping', 'Grocery', 'Food']",35,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,3
14,28.5412869,-81.3768161,4.0,0,"['American (Traditional)', 'Sports Bars', 'Restaurants', 'Bars', 'Nightlife']",7,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
15,28.5407648,-81.3776482,4.5,0,"['Pizza', 'Restaurants', 'Chicken Wings', 'Sandwiches']",20,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,2
16,28.5572082,-81.36474,4.5,1,"['Wine Bars', 'Restaurants', 'Bars', 'Nightlife', 'Specialty Food', 'Desserts', 'Food', 'Tapas Bars']",105,1,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
17,28.5105029935,-81.1561918371,4.5,1,"['Restaurants', 'Mediterranean']",69,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3
18,28.355841,-81.534603,4.0,1,"['Restaurants', 'Cafes']",5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,1
19,28.543402,-81.367959,4.0,0,"['Coffee & Tea', 'Food', 'Bars', 'Nightlife', 'Italian', 'Arts & Entertainment', 'Restaurants', 'Music Venues', 'Wine Bars']",25,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,5,1
20,28.4414897,-81.4712016,3.0,0,"['Buffets', 'Restaurants', 'American (New)', 'Steakhouses']",38,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
21,28.5553662396,-81.2026464148,4.0,0,"['Restaurants', 'Salad', 'Sandwiches', 'Soup']",86,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,3
22,28.3533325,-81.4051029,3.5,0,"['Pizza', 'Italian', 'Salad', 'Restaurants']",47,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,4
23,28.5676358,-81.2784124,5.0,1,"['Nutritionists', 'Active Life', 'Health & Medical', 'Fitness & Instruction', 'Vitamins & Supplements', 'Food', 'Health Coach', 'Weight Loss Centers', 'Juice Bars & Smoothies', 'Restaurants', 'Breakfast & Brunch', 'Shopping']",5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3
24,28.4912556,-81.3731596,4.0,0,"['Restaurants', 'Breakfast & Brunch', 'Sandwiches', 'American (Traditional)', 'Diners']",16,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,2
25,28.411547,-81.240481,4.0,1,"['American (New)', 'Diners', 'American (Traditional)', 'Breakfast & Brunch', 'Restaurants', 'Comfort Food', 'Desserts', 'Food', 'Burgers']",341,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,0
26,28.5234748,-81.3440402,4.5,1,"['Restaurants', 'American (New)', 'Sandwiches', 'Bars', 'Food', 'Nightlife', 'Event Planning & Services', 'Beer', 'Wine & Spirits', 'Venues & Event Spaces', 'Pubs']",143,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
27,28.4852095,-81.4181542,1.5,0,"['Italian', 'Chicken Wings', 'Restaurants', 'Pizza']",22,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
28,28.485254,-81.432187,2.5,1,"['Chinese', 'Restaurants']",14,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,4
29,28.5542126431,-81.3775464778,4.5,1,"['Food', 'American (New)', 'Internet Cafes', 'Bars', 'Restaurants', 'Nightlife', 'Breakfast & Brunch', 'Coffee & Tea', 'Cocktail Bars']",7,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
30,28.420153,-81.461639,4.0,1,"['Japanese', 'Sushi Bars', 'Chinese', 'Restaurants']",66,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,4
31,28.381024,-81.502994,3.5,1,"['Seafood', 'Restaurants', 'American (Traditional)']",95,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
32,28.3577687922,-81.5600863022,3.5,0,"['Sandwiches', 'Cafes', 'Restaurants']",47,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,1
33,28.5400531637,-81.3811068982,4.5,0,"['Restaurants', 'American (New)', 'Pizza']",19,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
34,28.5665610177,-81.1952380621,3.5,1,"['Sandwiches', 'Restaurants', 'Tex-Mex', 'Breakfast & Brunch', 'Mexican']",170,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3
35,28.483564,-81.456769,4.5,1,"['Latin American', 'Mexican', 'Restaurants', 'Tex-Mex']",1203,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
36,28.399371,-81.547904,3.5,1,"['Restaurants', 'Italian']",34,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,5,1
37,28.4277525796,-81.4751889307,2.0,1,"['Food', 'Hotels & Travel', 'Restaurants', 'Resorts', 'Barbeque', 'Smokehouse', 'Event Planning & Services', 'Hotels', 'Beauty & Spas', 'Vacation Rentals', 'Day Spas']",616,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
38,28.396766,-81.405382,3.0,0,"['Pakistani', 'Chinese', 'Event Planning & Services', 'Restaurants', 'Indian', 'Halal', 'Caterers']",102,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0
39,28.4772489,-81.4735662,3.5,0,"['Restaurants', 'Brazilian']",12,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
40,28.3861008,-81.5041923,4.5,1,"['Mexican', 'Cafes', 'Latin American', 'Breakfast & Brunch', 'Coffee & Tea', 'Sandwiches', 'Caribbean', 'Puerto Rican', 'Gluten-Free', 'Food', 'Restaurants', 'Venezuelan']",1609,0,0,1,2,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2
41,28.4673631,-81.3959895,4.5,1,"['Latin American', 'Mexican', 'Tacos', 'Restaurants', 'Sandwiches']",218,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,4
42,28.55331,-81.415045,2.0,1,"['Restaurants', 'Fast Food', 'Burgers', 'Food', 'Coffee & Tea']",14,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,0
43,28.56554,-81.2017467,4.5,1,"['Mediterranean', 'Halal', 'Delis', 'Restaurants']",91,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,3
44,28.4260959532,-81.2534811859,4.0,0,"['Fish & Chips', 'Restaurants', 'Japanese', 'Sushi Bars']",28,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,0
45,28.455434,-81.470481,4.0,1,"['Pizza', 'Italian', 'Restaurants']",71,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,3
46,28.4327384,-81.4721426,3.5,1,"['Chicken Wings', 'Italian', 'Restaurants', 'Pizza']",59,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
47,28.4483104,-81.4684068,3.0,1,"['Bars', 'Nightlife', 'American (New)', 'Restaurants']",17,1,1,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
48,28.5982108967,-81.2424430624,4.5,1,"['Caribbean', 'Nightlife', 'Sports Bars', 'Beer Bar', 'Bars', 'Restaurants']",173,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,2
49,28.6225778,-81.3636526,4.0,1,"['Nightlife', 'Seafood', 'Bars', 'American (Traditional)', 'American (New)', 'Restaurants', 'Burgers']",335,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
50,28.446003,-81.395645,3.0,1,"['Restaurants', 'Conveyor Belt Sushi', 'Beer', 'Wine & Spirits', 'Sushi Bars', 'Food', 'Japanese']",35,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
51,28.383166,-81.502486,3.5,1,"['Burgers', 'American (Traditional)', 'Restaurants']",214,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,1
52,28.5424196,-81.3788244,3.5,1,"['Nightlife', 'Music Venues', 'American (New)', 'Beer', 'Wine & Spirits', 'Bars', 'Restaurants', 'Sports Bars', 'Arts & Entertainment', 'Food']",78,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
53,28.6050577604,-81.3963317871,4.0,1,"['Burgers', 'American (New)', 'Restaurants', 'Cheesesteaks', 'Sandwiches']",221,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,2
54,28.4162297,-81.2423589,4.0,1,"['Sushi Bars', 'Chinese', 'Restaurants']",132,0,0,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,5,0
55,28.5690652,-81.3262027,4.0,1,"['Seafood', 'Restaurants', 'Steakhouses', 'American (New)', 'Bars', 'Nightlife', 'Wine Bars']",54,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
56,28.4479324,-81.4024496,3.5,0,"['Grocery', 'Greek', 'International Grocery', 'Middle Eastern', 'Delis', 'Food', 'Restaurants', 'Beverage Store', 'Mediterranean']",63,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
57,28.448672,-81.48961,3.5,1,"['Japanese', 'Sushi Bars', 'Restaurants']",314,1,1,0,2,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
58,28.3853707,-81.4999072,4.0,1,"['Japanese', 'Steakhouses', 'Restaurants', 'Sushi Bars', 'Bars', 'Nightlife', 'Wine Bars']",380,0,1,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2
59,28.4004902,-81.4629007,3.5,0,"['Active Life', 'Restaurants', 'Golf', 'American (Traditional)']",12,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
60,28.4602268,-81.4923411,4.0,1,"['Wine Bars', 'Caterers', 'Event Planning & Services', 'Restaurants', 'Bars', 'Nightlife', 'Food', 'Sandwiches', 'Desserts', 'Salad']",59,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,3
61,28.4723866,-81.3687767,3.5,0,"['Restaurants', 'American (Traditional)']",55,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,4
62,28.5396008,-81.2862606,3.0,1,"['Buffets', 'Latin American', 'Restaurants']",8,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3
63,28.4503891,-81.4812757,4.0,1,"['Mediterranean', 'Kebab', 'Middle Eastern', 'Restaurants', 'Sandwiches', 'Greek']",136,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
64,28.4117475505,-81.4637947083,3.5,1,"['Amusement Parks', 'Active Life', 'Performing Arts', 'Restaurants', 'Buffets', 'Arts & Entertainment', 'Aquariums']",1082,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
65,28.4068798,-81.449521,3.5,1,"['Chinese', 'Restaurants']",8,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,5,1
66,28.5531765,-81.3891853,4.5,0,"['Restaurants', 'Barbeque']",18,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,6,2
67,28.5687682,-81.2870456,4.0,1,"['Restaurants', 'Fast Food', 'Sandwiches']",6,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,3
68,28.60998,-81.413482,3.0,1,"['Restaurants', 'Chinese']",21,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,6,1
69,28.4348799165,-81.4716329575,3.5,1,"['Burgers', 'Sports Bars', 'Restaurants', 'Nightlife', 'Bars', 'Seafood', 'American (Traditional)', 'American (New)']",535,0,0,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
70,28.4764135472,-81.46782325,2.5,1,"['Active Life', 'Diners', 'Amusement Parks', 'Restaurants']",134,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
71,28.514151,-81.3760513,3.5,1,"['Cuban', 'Restaurants']",143,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
72,28.461401,-81.467493,4.0,0,"['Restaurants', 'Latin American', 'Food', 'Venezuelan', 'Food Trucks', 'Burgers']",91,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
73,28.476315,-81.450043,3.0,1,"['Restaurants', 'Food Court', 'Sandwiches']",5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,4
74,28.5383355,-81.3792365,3.5,0,"['Food Trucks', 'Restaurants', 'Street Vendors', 'Sandwiches', 'Food', 'Burgers']",20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,2
75,28.3683674,-81.4270686,4.0,0,"['Brazilian', 'Steakhouses', 'Restaurants']",176,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,1
76,28.5535588,-81.3471304,3.0,1,"['Chicken Wings', 'Restaurants']",33,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,2
77,28.4494073499,-81.4017132525,4.5,0,"['Sandwiches', 'Restaurants', 'Argentine', 'Latin American']",6,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
78,28.5120753,-81.459758,3.0,1,"['Fast Food', 'Mexican', 'Restaurants', 'Vegan']",81,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
79,28.5553661,-81.3333139,4.5,0,"['Food Stands', 'Restaurants']",19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
80,28.5647449242,-81.1677485704,3.0,1,"['Fast Food', 'Restaurants', 'Food', 'Burgers', 'Ice Cream & Frozen Yogurt']",21,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,3
81,28.4668047,-81.3962804,3.0,0,"['Food', 'Indian', 'Restaurants']",24,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
82,28.3693278694,-81.4269048995,4.0,1,"['Juice Bars & Smoothies', 'Acai Bowls', 'Food', 'Restaurants', 'Breakfast & Brunch']",60,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,4
83,28.5428276,-81.3686467,3.0,0,"['Burgers', 'Mexican', 'Restaurants', 'Cocktail Bars', 'Bars', 'Nightlife']",73,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
84,28.4464749,-81.4716242,3.5,1,"['Beer', 'Wine & Spirits', 'American (Traditional)', 'Pizza', 'Food', 'American (New)', 'Gluten-Free', 'Restaurants']",399,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
85,28.5125480059,-81.3747064769,3.0,1,"['Restaurants', 'Caterers', 'Event Planning & Services', 'Comfort Food', 'American (Traditional)', 'Chicken Shop', 'Sandwiches']",19,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3,0
86,28.470781,-81.266671,3.5,1,"['Chinese', 'Restaurants']",38,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,6,0
87,28.4633932073,-81.4548304993,3.0,1,"['Chinese', 'Restaurants', 'Japanese', 'Szechuan', 'Seafood', 'Buffets']",419,1,0,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
88,28.5529358752,-81.3629580189,4.0,1,"['Restaurants', 'Cajun/Creole', 'Sandwiches', 'Seafood']",354,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,4
89,28.5480493,-81.3765618,3.5,0,"['Restaurants', 'Coffee & Tea', 'Diners', 'Food', 'Breakfast & Brunch', 'American (Traditional)']",78,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,9,0
90,28.4696172147,-81.4733092524,3.5,1,"['Barbeque', 'Restaurants', 'Cafes', 'Chicken Wings']",50,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
91,28.367599737,-81.5489840135,4.0,1,"['Restaurants', 'Barbeque']",17,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0
